iter	Logloss
364	0.3547254857
365	0.3545120253
366	0.3544073359
367	0.3542145448
368	0.3540422533
369	0.3538359124
370	0.3536893018
371	0.3535025846
372	0.3532969453
373	0.3532007502
374	0.3530818155
375	0.3528491169
376	0.3527051584
377	0.3525997972
378	0.3524463857
379	0.3522258628
380	0.3520512135
381	0.3518890522
382	0.3517278462
383	0.3515782044
384	0.3513581089
385	0.3511867723
386	0.3510196343
387	0.3508627051
388	0.3506747242
389	0.3505115531
390	0.350423049
391	0.3502506922
392	0.3499767905
393	0.3498270434
394	0.3496868882
395	0.3495210093
396	0.3493848707
397	0.3491574526
398	0.3490264546
399	0.3489019557
400	0.3487322242
401	0.3485633888
402	0.3484044379
403	0.3482346809
404	0.3480295063
405	0.3478419482
406	0.3476584808
407	0.3474621441
408	0.3473533532
409	0.347178137
410	0.3470223601
411	0.3468933055
412	0.3467096759
413	0.3465097211
414	0.3463275402
415	0.3462290945
416	0.3460091068
417	0.3458769241
418	0.3456206266
419	0.345429486
420	0.345272351
421	0.3451417077
422	0.3450190976
423	0.3448657943
424	0.3447412715
425	0.3445692434
426	0.3444126505
427	0.3442155277
428	0.3440932002
429	0.3439678696
430	0.3438264744
431	0.3436167012
432	0.3434693706
433	0.3433474861
434	0.3431870127
435	0.3430248959
436	0.3428602885
437	0.3427213685
438	0.3425615467
439	0.342451415
440	0.3423057456
441	0.3421846857
442	0.342029916
443	0.3418354904
444	0.3417251207
445	0.3416189764
446	0.3414314219
447	0.3412189746
448	0.3410624686
449	0.3407927628
450	0.340627196
451	0.3404993164
452	0.3402852917
453	0.3401392528
454	0.3399829376
455	0.3397687888
456	0.3395929403
457	0.3393225172
458	0.3391785118
459	0.3390480492
460	0.3389063133
461	0.3386540164
462	0.3384532021
463	0.3383447642
464	0.3382244108
465	0.3380957119
466	0.3379740628
467	0.3377540571
468	0.3374975237
469	0.3373830103
470	0.3372039614
471	0.337059989
472	0.3368580039
473	0.336722259
474	0.3365548315
475	0.3363579759
476	0.3362159815
477	0.336055126
478	0.3359126071
479	0.3357521395
480	0.3355373045
481	0.3353327443
482	0.3352233316
483	0.3350749739
484	0.3348802265
485	0.3346625471
486	0.3344849729
487	0.3343479882
488	0.3342306914
489	0.3340915624
490	0.333943336
491	0.33378776
492	0.3336664205
493	0.3335203192
494	0.3333248843
495	0.3331423589
496	0.3330017359
497	0.3327677601
498	0.3326176088
499	0.3324804355
500	0.3323371959
501	0.3321842076
502	0.3319570234
503	0.3318121956
504	0.3316217141
505	0.331515614
506	0.3313093858
507	0.3311055606
508	0.3309531977
509	0.3307491804
510	0.3305878673
511	0.3304314795
512	0.3303007516
513	0.3301100811
514	0.3299463566
515	0.3298445037
516	0.3296613877
517	0.329457607
518	0.3292869212
519	0.3290365258
520	0.3288406267
521	0.3287361921
522	0.3286134337
523	0.3285303338
524	0.3284364075
525	0.3283357773
526	0.3281696626
527	0.3280154215
528	0.327836305
529	0.3277100785
530	0.3274958511
531	0.3272909644
532	0.3271038902
533	0.326912147
534	0.3267087004
535	0.3265463572
536	0.3263774016
537	0.3261953183
538	0.3260625875
539	0.3258468481
540	0.3257113307
541	0.3256088401
542	0.3254781734
543	0.3253063319
544	0.3251843818
545	0.3249964999
546	0.3248381008
547	0.324741765
548	0.3246120997
549	0.3243946102
550	0.3242895599
551	0.3241418543
552	0.3240291699
553	0.3239289006
554	0.3238239616
555	0.3236871865
556	0.323516016
557	0.3233894551
558	0.3232708642
559	0.3231170382
560	0.3228999532
561	0.322791548
562	0.3226739826
563	0.3224931895
564	0.322326874
565	0.3221698185
566	0.3220175393
567	0.3219216611
568	0.3217853116
569	0.321562872
570	0.3214533656
571	0.3212876591
572	0.3211077953
573	0.3210006283
574	0.3209064419
575	0.3206947816
576	0.3205124668
577	0.3203381916
578	0.3201844646
579	0.3200531329
580	0.3199270963
581	0.3198266955
582	0.3196744949
583	0.3194935643
584	0.3193631646
585	0.3191562815
586	0.3190031066
587	0.3188270847
588	0.318631559
589	0.3184881846
590	0.3182758164
591	0.318174573
592	0.3180659293
593	0.3179373987
594	0.3177746215
595	0.3176493942
596	0.3174919483
597	0.3173105606
598	0.3171519792
599	0.3169642955
600	0.3167669384
601	0.3166428395
602	0.3165400789
603	0.3163631307
604	0.3162097421
605	0.3161320573
606	0.3160274428
607	0.3158260003
608	0.3156815271
609	0.3155704131
610	0.3153996442
611	0.3152273388
612	0.315120347
613	0.3149128537
614	0.3146823668
615	0.314493889
616	0.3143077991
617	0.3141203217
618	0.3139382929
619	0.3138032853
620	0.313639054
621	0.3135226427
622	0.3132967355
623	0.3132191586
624	0.3130591461
625	0.3129534957
626	0.3128383481
627	0.3126728982
628	0.3123933598
629	0.312247367
630	0.3121182856
631	0.3119522934
632	0.3117535846
633	0.311592252
634	0.3113655011
635	0.3112181441
636	0.3110456088
637	0.310957394
638	0.3107937402
639	0.310645425
640	0.3105528857
641	0.310426804
642	0.3102845814
643	0.3102089474
644	0.3100753152
645	0.3098857206
646	0.309768408
647	0.3096564891
648	0.3094833636
649	0.3092572652
650	0.3091651148
651	0.3090393608
652	0.3089317632
653	0.308855997
654	0.3087495946
655	0.3086269197
656	0.3084975308
657	0.3084197562
658	0.3082953498
659	0.3081565384
660	0.3080218119
661	0.3078662402
662	0.3077286673
663	0.307591043
664	0.30747906
665	0.3073885207
666	0.3072451701
667	0.3070997631
668	0.3069563437
669	0.3068267373
670	0.3066618248
671	0.3064475587
672	0.3063398754
673	0.3062499984
674	0.3060651109
675	0.3059124774
676	0.3057523335
677	0.3056168302
678	0.3054738643
679	0.3053721132
680	0.3052219336
681	0.3050792306
682	0.3049425914
683	0.3048315949
684	0.3047650734
685	0.3046634187
686	0.3045618809
687	0.3044220985
688	0.3043038377
689	0.3041805858
690	0.3039723414
691	0.30386301
692	0.3037201398
693	0.3036391236
694	0.3034754496
695	0.3033091765
696	0.3031124151
697	0.3030113751
698	0.302914786
699	0.3027562147
700	0.3026816497
701	0.302579401
702	0.3024375052
703	0.3023334701
704	0.3022062252
705	0.3020394575
706	0.3018892162
707	0.3017317174
708	0.3016013034
709	0.3014946406
710	0.3013475577
711	0.3011818081
712	0.3010642122
713	0.3009536063
714	0.3008198296
715	0.3006849609
716	0.3005898999
717	0.3004632763
718	0.3003399459
719	0.3002426642
720	0.3001366932
721	0.2999739017
722	0.2998493585
723	0.2997392551
724	0.2996191826
725	0.2994861191
726	0.2993680312
727	0.2992227361
728	0.2990190434
729	0.2989403187
730	0.2987794385
731	0.2986709232
732	0.298610527
733	0.298526348
734	0.2984043978
735	0.298279856
736	0.298140222
737	0.2980267267
738	0.2978639259
739	0.2977367193
740	0.2975986848
741	0.2974890013
742	0.2973214394
743	0.297227328
744	0.2971281084
745	0.2969990922
746	0.2969275371
747	0.2967735852
748	0.2966786755
749	0.2965734793
750	0.2964070256
751	0.2962773637
752	0.2962198954
753	0.2960820822
754	0.2959410038
755	0.2957880638
756	0.2956297903
757	0.2955129229
758	0.2954289306
759	0.2953488159
760	0.2951862024
761	0.2950938921
762	0.2949950701
763	0.2949036262
764	0.2947688255
765	0.2946443225
766	0.2944719255
767	0.2943555577
768	0.2942037877
769	0.2940970105
770	0.2939706459
771	0.293845856
772	0.2937395593
773	0.2936177255
774	0.2934789072
775	0.293343086
776	0.2932692767
777	0.2931550827
778	0.293025763
779	0.2929379399
780	0.2928291012
781	0.2926786796
782	0.2925331534
783	0.2924274835
784	0.2923104562
785	0.2921470934
786	0.2919542309
787	0.2917992773
788	0.2917289845
789	0.291556398
790	0.2913612331
791	0.291249334
792	0.291146274
793	0.2910701384
794	0.2908473275
795	0.2906945911
796	0.2905240218
797	0.2903757167
798	0.2902443269
799	0.2900711516
800	0.2899429471
801	0.2897785593
802	0.2896470799
803	0.2895649656
804	0.2893987447
805	0.2893134434
806	0.2892217665
807	0.2890800458
808	0.2889399351
809	0.2888141373
810	0.2886203231
811	0.2884600357
812	0.2882646423
813	0.2880869797
814	0.2879404777
815	0.2878521175
816	0.2876591078
817	0.2875166024
818	0.2874568473
819	0.2873501088
820	0.2872428416
821	0.2870634725
822	0.2869354821
823	0.2868073271
824	0.2867580591
825	0.2866726627
826	0.2865944671
827	0.2864783972
828	0.2863734022
829	0.286186222
830	0.286048981
831	0.2859090262
832	0.2857956699
833	0.2857282605
834	0.28559743
835	0.2854768089
836	0.2853719107
837	0.2852334636
838	0.2851290917
839	0.2850019918
840	0.2848696476
841	0.2847569311
842	0.2846322848
843	0.2845133637
844	0.284372506
845	0.2842289474
846	0.2841567817
847	0.2840779298
848	0.2839585646
849	0.2838395448
850	0.2837349926
851	0.2836429066
852	0.2835062986
853	0.2832949268
854	0.2831236889
855	0.2829870332
856	0.2828772449
857	0.2827567621
858	0.2826458858
859	0.2824565175
860	0.2823268224
861	0.2822394381
862	0.2820937956
863	0.2819840416
864	0.281845959
865	0.2817634221
866	0.2816125761
867	0.2815003193
868	0.2813957774
869	0.2812475786
870	0.2811532916
871	0.281011141
872	0.2809143083
873	0.2808352689
874	0.2807338587
875	0.2806265266
876	0.2805274199
877	0.2804172347
878	0.2803117148
879	0.2802150371
880	0.2801395784
881	0.2799750126
882	0.2798788502
883	0.2797744056
884	0.2796781592
885	0.2795794672
886	0.2794844248
887	0.2793778389
888	0.2792664329
889	0.2791600619
890	0.2790554305
891	0.2788536411
892	0.2787631577
893	0.2786477024
894	0.2785081731
895	0.2783710698
896	0.278304424
897	0.2782147076
898	0.2781166236
899	0.2779748197
900	0.2778931381
901	0.2778385383
902	0.2777235185
903	0.2775921566
904	0.2775063735
905	0.2774007439
906	0.2772303433
907	0.2770480909
908	0.2770036844
909	0.2768983731
910	0.2767958759
911	0.2766878262
912	0.2765720096
913	0.2765083624
914	0.2763945262
915	0.2762670917
916	0.2761220437
917	0.2759901923
918	0.2758537374
919	0.2757336449
920	0.275600413
921	0.2754537825
922	0.2753425875
923	0.2752344026
924	0.2750471634
925	0.2749563372
926	0.2748345139
927	0.2747277845
928	0.2746056886
929	0.2745665786
930	0.2745110617
931	0.2744102746
932	0.2742742525
933	0.2741478986
934	0.27406997
935	0.2739625312
936	0.2738275172
937	0.2737331257
938	0.2736257755
939	0.2735162749
940	0.2733768363
941	0.2732941601
942	0.273106648
943	0.2730126392
944	0.2729135763
945	0.2727826584
946	0.2726169903
947	0.272523201
948	0.2723420868
949	0.2723052635
950	0.2721918684
951	0.2720762897
952	0.2719598891
953	0.2718093201
954	0.271716031
955	0.2715705692
956	0.2714721415
957	0.2713711986
958	0.2712351262
959	0.2711473713
960	0.2710594086
961	0.2709048228
962	0.270783821
963	0.2706935365
964	0.270571384
965	0.2704607109
966	0.2703796624
967	0.2702861421
968	0.2701921204
969	0.2700512251
970	0.2700020346
971	0.2699387828
972	0.2698394852
973	0.2697734028
974	0.2697018922
975	0.2695816683
976	0.2695191764
977	0.26934258
978	0.2692007704
979	0.2690461298
980	0.2689331367
981	0.2687863942
982	0.2686594911
983	0.2685091536
984	0.2683125463
985	0.2682508798
986	0.2681504611
987	0.268034938
988	0.267957093
989	0.2678082092
990	0.2676336579
991	0.2675309384
992	0.2674055348
993	0.2673126747
994	0.2672527416
995	0.2671836412
996	0.267121351
997	0.2669432572
998	0.2668071152
999	0.2667180777
